"task_id","batch_id","dataset_id","geometry_family","n","p","asset_path","source_sha256","repetition","replicate_seed","fold_seed","response_seed","method","chart_dim_rule","search_policy","backend_variant","design_basis","design_drop_tol","ridge_multiplier_grid","ridge_condition_max","support_grid","degree_grid","kernel_grid","lambda_sync_grid","lambda_sync_search","local_candidate_search","local_candidate_search_control","result_path","status_path","log_path","skip_if_complete","status","elapsed_sec","started_at","finished_at","error_class","error_message"
"s3r_0087__LA_D3_RAW_N500__r01__local_auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",1,21061707,21061708,21061709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0087__LA_D3_RAW_N500__r01__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0087__LA_D3_RAW_N500__r01__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0087__LA_D3_RAW_N500__r01__local_auto__full.log",TRUE,"ok",776.38,"2026-06-07 14:41:26 EDT","2026-06-07 14:54:23 EDT",NA,NA
"s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",1,21061707,21061708,21061709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened.log",TRUE,"ok",202.7,"2026-06-07 14:41:39 EDT","2026-06-07 14:45:02 EDT",NA,NA
"s3r_0089__LA_D3_RAW_N500__r02__auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",2,21062607,21062608,21062609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0089__LA_D3_RAW_N500__r02__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0089__LA_D3_RAW_N500__r02__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0089__LA_D3_RAW_N500__r02__auto__full.log",TRUE,"ok",602.315,"2026-06-07 14:42:22 EDT","2026-06-07 14:52:24 EDT",NA,NA
"s3r_0090__LA_D3_RAW_N500__r02__auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",2,21062617,21062618,21062619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0090__LA_D3_RAW_N500__r02__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0090__LA_D3_RAW_N500__r02__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0090__LA_D3_RAW_N500__r02__auto__screened.log",TRUE,"ok",244.568,"2026-06-07 14:42:35 EDT","2026-06-07 14:46:39 EDT",NA,NA
"s3r_0091__LA_D3_RAW_N500__r02__local_auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",2,21062707,21062708,21062709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0091__LA_D3_RAW_N500__r02__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0091__LA_D3_RAW_N500__r02__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0091__LA_D3_RAW_N500__r02__local_auto__full.log",TRUE,"ok",811.413,"2026-06-07 14:42:52 EDT","2026-06-07 14:56:23 EDT",NA,NA
"s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",2,21062707,21062708,21062709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened.log",TRUE,"ok",200.884,"2026-06-07 14:43:58 EDT","2026-06-07 14:47:19 EDT",NA,NA
"s3r_0093__LA_D3_RAW_N500__r03__auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",3,21063607,21063608,21063609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0093__LA_D3_RAW_N500__r03__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0093__LA_D3_RAW_N500__r03__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0093__LA_D3_RAW_N500__r03__auto__full.log",TRUE,"ok",705.58,"2026-06-07 14:45:06 EDT","2026-06-07 14:56:52 EDT",NA,NA
"s3r_0094__LA_D3_RAW_N500__r03__auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",3,21063617,21063618,21063619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0094__LA_D3_RAW_N500__r03__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0094__LA_D3_RAW_N500__r03__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0094__LA_D3_RAW_N500__r03__auto__screened.log",TRUE,"ok",172.433,"2026-06-07 14:45:43 EDT","2026-06-07 14:48:35 EDT",NA,NA
"s3r_0095__LA_D3_RAW_N500__r03__local_auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",3,21063707,21063708,21063709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0095__LA_D3_RAW_N500__r03__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0095__LA_D3_RAW_N500__r03__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0095__LA_D3_RAW_N500__r03__local_auto__full.log",TRUE,"ok",823.242,"2026-06-07 14:46:38 EDT","2026-06-07 15:00:21 EDT",NA,NA
"s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",3,21063707,21063708,21063709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened.log",TRUE,"ok",204.396,"2026-06-07 14:46:43 EDT","2026-06-07 14:50:07 EDT",NA,NA
"s3r_0097__LA_13K_SUB_N500__r01__auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",1,21161607,21161608,21161609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0097__LA_13K_SUB_N500__r01__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0097__LA_13K_SUB_N500__r01__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0097__LA_13K_SUB_N500__r01__auto__full.log",TRUE,"ok",1937.711,"2026-06-07 14:47:23 EDT","2026-06-07 15:19:41 EDT",NA,NA
"s3r_0098__LA_13K_SUB_N500__r01__auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",1,21161617,21161618,21161619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0098__LA_13K_SUB_N500__r01__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0098__LA_13K_SUB_N500__r01__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0098__LA_13K_SUB_N500__r01__auto__screened.log",TRUE,"ok",1415.578,"2026-06-07 14:48:38 EDT","2026-06-07 15:12:14 EDT",NA,NA
"s3r_0099__LA_13K_SUB_N500__r01__local_auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",1,21161707,21161708,21161709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0099__LA_13K_SUB_N500__r01__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0099__LA_13K_SUB_N500__r01__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0099__LA_13K_SUB_N500__r01__local_auto__full.log",TRUE,"ok",1748.086,"2026-06-07 14:48:53 EDT","2026-06-07 15:18:01 EDT",NA,NA
"s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",1,21161707,21161708,21161709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened.log",TRUE,"ok",1261.919,"2026-06-07 14:50:11 EDT","2026-06-07 15:11:13 EDT",NA,NA
"s3r_0101__LA_13K_SUB_N500__r02__auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",2,21162607,21162608,21162609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0101__LA_13K_SUB_N500__r02__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0101__LA_13K_SUB_N500__r02__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0101__LA_13K_SUB_N500__r02__auto__full.log",TRUE,"ok",2011.935,"2026-06-07 14:51:05 EDT","2026-06-07 15:24:37 EDT",NA,NA
"s3r_0102__LA_13K_SUB_N500__r02__auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",2,21162617,21162618,21162619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0102__LA_13K_SUB_N500__r02__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0102__LA_13K_SUB_N500__r02__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0102__LA_13K_SUB_N500__r02__auto__screened.log",TRUE,"ok",1591.058,"2026-06-07 14:52:28 EDT","2026-06-07 15:18:59 EDT",NA,NA
"s3r_0103__LA_13K_SUB_N500__r02__local_auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",2,21162707,21162708,21162709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0103__LA_13K_SUB_N500__r02__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0103__LA_13K_SUB_N500__r02__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0103__LA_13K_SUB_N500__r02__local_auto__full.log",TRUE,"ok",1843.577,"2026-06-07 14:54:26 EDT","2026-06-07 15:25:09 EDT",NA,NA
"s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",2,21162707,21162708,21162709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened.log",TRUE,"ok",1271.876,"2026-06-07 14:56:28 EDT","2026-06-07 15:17:39 EDT",NA,NA
"s3r_0105__LA_13K_SUB_N500__r03__auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",3,21163607,21163608,21163609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0105__LA_13K_SUB_N500__r03__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0105__LA_13K_SUB_N500__r03__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0105__LA_13K_SUB_N500__r03__auto__full.log",TRUE,"ok",2038.325,"2026-06-07 14:56:55 EDT","2026-06-07 15:30:54 EDT",NA,NA
"s3r_0106__LA_13K_SUB_N500__r03__auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",3,21163617,21163618,21163619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0106__LA_13K_SUB_N500__r03__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0106__LA_13K_SUB_N500__r03__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0106__LA_13K_SUB_N500__r03__auto__screened.log",TRUE,"ok",1623.454,"2026-06-07 15:00:25 EDT","2026-06-07 15:27:28 EDT",NA,NA
"s3r_0107__LA_13K_SUB_N500__r03__local_auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",3,21163707,21163708,21163709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0107__LA_13K_SUB_N500__r03__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0107__LA_13K_SUB_N500__r03__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0107__LA_13K_SUB_N500__r03__local_auto__full.log",TRUE,"stopped_by_user",NA,"2026-06-07 15:11:19 EDT","2026-06-07 15:32:09 EDT","stopped_after_audit_seed_mismatch","stopped intentionally after audit found paired-design seed mismatch; profiling-only run"
"s3r_0108__LA_13K_SUB_N500__r03__local_auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",3,21163707,21163708,21163709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0108__LA_13K_SUB_N500__r03__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0108__LA_13K_SUB_N500__r03__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0108__LA_13K_SUB_N500__r03__local_auto__screened.log",TRUE,"stopped_by_user",NA,"2026-06-07 15:12:17 EDT","2026-06-07 15:32:09 EDT","stopped_after_audit_seed_mismatch","stopped intentionally after audit found paired-design seed mismatch; profiling-only run"
"s3r_0109__SYN_PARA_LINE_N500__r01__auto__full","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/SYN-PARA-LINE-N500.rds","954775928af6ddd4a92c60a844ab833561d4ea7c6a8aaf07286495ee42d1b9f1",1,21261607,21261608,21261609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0109__SYN_PARA_LINE_N500__r01__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0109__SYN_PARA_LINE_N500__r01__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0109__SYN_PARA_LINE_N500__r01__auto__full.log",TRUE,"ok",138.417,"2026-06-07 15:17:42 EDT","2026-06-07 15:20:01 EDT",NA,NA
