"task_id","pair_id","batch_id","dataset_id","geometry_family","n","p","repetition","pair_seed_base","pair_response_seed","pair_fold_seed","response_seed","fold_seed","sigma","method","chart_dim_rule","search_policy","backend_variant","design_basis","support_grid","degree_grid","kernel_grid","lambda_sync_search","status","truth_rmse","observed_rmse","selected_cv_rmse_observed","selected_support_size","selected_degree","selected_kernel","selected_lambda_sync","selected_total_local_gcv_ps","selected_sync_energy","finite_cv_candidates","total_cv_candidates","chart_dim_n","chart_dim_min","chart_dim_median","chart_dim_max","chart_dim_unique","timing_frame_prep_sec","timing_system_cache_sec","timing_fold_cache_sec","timing_lambda_search_sec","timing_final_solve_sec","timing_total_fit_sec","elapsed_sec","local_candidates_total","local_candidates_evaluated","local_candidates_finite","local_candidates_evaluated_supports","selected_candidate_key","evaluated_candidate_keys"
"s3r_0001__LA_D1_RAW_N500__r01__auto__full","LA_D1_RAW_N500__r01__auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,1,20361607,20361609,20361608,20361609,20361608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0249649866413627,0.100274878388298,0.107529178361741,25,2,"tricube",10,3.88463982006078,0.0732149498569502,7,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,47.01,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0002__LA_D1_RAW_N500__r01__auto__screened","LA_D1_RAW_N500__r01__auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,1,20361607,20361609,20361608,20361609,20361608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0249649866413627,0.100274878388298,0.107529178361741,25,2,"tricube",10,3.88463982006078,0.0732149498569502,7,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,12.46,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,1,20361707,20361709,20361708,20361709,20361708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263493414919111,0.0968082237144248,0.102193951924877,27,2,"tricube",90,3.54444054386461,0.0135957731849888,7,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,57.513,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","27|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0004__LA_D1_RAW_N500__r01__local_auto__screened","LA_D1_RAW_N500__r01__local_auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,1,20361707,20361709,20361708,20361709,20361708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0264017089568749,0.0964792736975457,0.102220886874911,25,2,"tricube",90,4.89011934745946,0.0100591676857917,7,8,500,1,2,4,4,NA,NA,NA,NA,NA,NA,21.648,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,2,20362607,20362609,20362608,20362609,20362608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0319739342724474,0.103977323518201,0.10864306947968,22,2,"tricube",90,4.71787092849457,0.0150860822255643,7,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,47.801,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","22|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,2,20362607,20362609,20362608,20362609,20362608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0302533133056856,0.102873726376614,0.108875691603796,25,2,"tricube",30,4.15911283116496,0.0314332148301548,7,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,13.593,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0007__LA_D1_RAW_N500__r02__local_auto__full","LA_D1_RAW_N500__r02__local_auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,2,20362707,20362709,20362708,20362709,20362708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0219341312247654,0.102516053011676,0.107713359570278,25,2,"tricube",90,5.29458921673487,0.00905685616596194,7,8,500,1,2,4,4,NA,NA,NA,NA,NA,NA,57.876,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,2,20362707,20362709,20362708,20362709,20362708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0219341312247654,0.102516053011676,0.107713359570278,25,2,"tricube",90,5.29458921673487,0.00905685616596194,7,8,500,1,2,4,4,NA,NA,NA,NA,NA,NA,22.153,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,3,20363607,20363609,20363608,20363609,20363608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0259512838048969,0.0972409147775597,0.104194605540325,27,2,"tricube",10,3.5506943090944,0.0892054856478024,7,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,45.782,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","27|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0010__LA_D1_RAW_N500__r03__auto__screened","LA_D1_RAW_N500__r03__auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,3,20363607,20363609,20363608,20363609,20363608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0275216653417792,0.0969257091160797,0.104452483577406,25,2,"tricube",10,3.73154811024974,0.0765045080161192,7,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,13.718,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0011__LA_D1_RAW_N500__r03__local_auto__full","LA_D1_RAW_N500__r03__local_auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,3,20363707,20363709,20363708,20363709,20363708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.028730341863166,0.0976278340209977,0.105297490499399,26,2,"tricube",10,3.66371019135864,0.0717926248002827,7,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,57.783,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","26|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0012__LA_D1_RAW_N500__r03__local_auto__screened","LA_D1_RAW_N500__r03__local_auto","FB01","LA-D1-RAW-N500","VALENCIA depth-1 dCST",500,4,3,20363707,20363709,20363708,20363709,20363708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263635730293026,0.0995652070813875,0.105328847898983,25,2,"tricube",30,5.53798261075453,0.0236324311065658,7,8,500,1,2,4,4,NA,NA,NA,NA,NA,NA,22.276,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0013__LA_D1_HC_Li_N500__r01__auto__full","LA_D1_HC_Li_N500__r01__auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,1,20461607,20461609,20461608,20461609,20461608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0493905114186157,0.109662523744951,0.121559609370618,17,2,"tricube",10,3.91658277170285,0.738154927983845,6,7,500,1,1,1,1,NA,NA,NA,NA,NA,NA,29.339,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","17|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0014__LA_D1_HC_Li_N500__r01__auto__screened","LA_D1_HC_Li_N500__r01__auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,1,20461607,20461609,20461608,20461609,20461608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0481434416863504,0.108990383680455,0.121917943876804,16,2,"tricube",10,4.03669974698971,0.678023550356633,6,7,500,1,1,1,1,NA,NA,NA,NA,NA,NA,9.558,21,4,4,"15;16;25;35","16|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0015__LA_D1_HC_Li_N500__r01__local_auto__full","LA_D1_HC_Li_N500__r01__local_auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,1,20461707,20461709,20461708,20461709,20461708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0374458458165864,0.102271107970175,0.112236342968825,30,2,"tricube",1,3.64258942406438,2.40559785593617,5,6,500,1,2,3,3,NA,NA,NA,NA,NA,NA,42.186,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","30|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0016__LA_D1_HC_Li_N500__r01__local_auto__screened","LA_D1_HC_Li_N500__r01__local_auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,1,20461707,20461709,20461708,20461709,20461708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.035597616145716,0.100967031409887,0.113278038722846,25,2,"tricube",1,4.29016976500286,1.87613387723774,5,6,500,1,2,3,3,NA,NA,NA,NA,NA,NA,18.304,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0017__LA_D1_HC_Li_N500__r02__auto__full","LA_D1_HC_Li_N500__r02__auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,2,20462607,20462609,20462608,20462609,20462608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.037009998213383,0.097859018681605,0.125654803632867,21,2,"tricube",1,4.1794349300127,1.53742259567764,5,6,500,2,2,2,1,NA,NA,NA,NA,NA,NA,29.302,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","21|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0018__LA_D1_HC_Li_N500__r02__auto__screened","LA_D1_HC_Li_N500__r02__auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,2,20462607,20462609,20462608,20462609,20462608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0703252173068512,0.120915109238265,0.131970230580718,25,2,"tricube",10,3.72915472616307,1.32145319344689,6,7,500,1,1,1,1,NA,NA,NA,NA,NA,NA,9.477,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0019__LA_D1_HC_Li_N500__r02__local_auto__full","LA_D1_HC_Li_N500__r02__local_auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,2,20462707,20462709,20462708,20462709,20462708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0352312795687972,0.0895278524751937,0.120103463582031,30,2,"tricube",0.1,2.75967451712369,5.9835984774473,5,6,500,1,2,3,3,NA,NA,NA,NA,NA,NA,41.205,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","30|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0020__LA_D1_HC_Li_N500__r02__local_auto__screened","LA_D1_HC_Li_N500__r02__local_auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,2,20462707,20462709,20462708,20462709,20462708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0385527320686567,0.0913463419386424,0.121525179506888,35,2,"tricube",0.1,2.52017327971112,7.69218104755171,5,6,500,1,2,3,3,NA,NA,NA,NA,NA,NA,18.102,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0021__LA_D1_HC_Li_N500__r03__auto__full","LA_D1_HC_Li_N500__r03__auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,3,20463607,20463609,20463608,20463609,20463608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.031043095898246,0.0876222325926119,0.102882890363652,17,2,"tricube",0.1,2.9677292702769,4.39788176388926,5,6,500,1,1,1,1,NA,NA,NA,NA,NA,NA,28.407,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","17|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0022__LA_D1_HC_Li_N500__r03__auto__screened","LA_D1_HC_Li_N500__r03__auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,3,20463607,20463609,20463608,20463609,20463608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0325525030952921,0.0902130303713104,0.104955567098579,25,2,"tricube",0.1,2.73255391578273,7.0208221331619,5,6,500,1,1,1,1,NA,NA,NA,NA,NA,NA,9.33,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0023__LA_D1_HC_Li_N500__r03__local_auto__full","LA_D1_HC_Li_N500__r03__local_auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,3,20463707,20463709,20463708,20463709,20463708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0394335913425901,0.0988861036747854,0.107854031998239,34,2,"tricube",1,2.86682224484763,3.1183656053928,5,6,500,1,2,3,3,NA,NA,NA,NA,NA,NA,42.347,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","34|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0024__LA_D1_HC_Li_N500__r03__local_auto__screened","LA_D1_HC_Li_N500__r03__local_auto","FB02","LA-D1-HC-Li-N500","VALENCIA depth-1 hypercube",500,3,3,20463707,20463709,20463708,20463709,20463708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0398817090867336,0.0991555868082445,0.107887166315222,35,2,"tricube",1,2.85343604396408,3.22313927480634,5,6,500,1,2,3,3,NA,NA,NA,NA,NA,NA,18.705,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0025__LA_D1_HC_Lc_N500__r01__auto__full","LA_D1_HC_Lc_N500__r01__auto","FB03","LA-D1-HC-Lc-N500","VALENCIA depth-1 hypercube",500,3,1,20561607,20561609,20561608,20561609,20561608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0295306168499598,0.0864817105288266,0.0960026114534643,29,2,"tricube",1,2.62755565499105,0.95282997250169,5,6,500,2,2,2,1,NA,NA,NA,NA,NA,NA,40.621,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","29|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0026__LA_D1_HC_Lc_N500__r01__auto__screened","LA_D1_HC_Lc_N500__r01__auto","FB03","LA-D1-HC-Lc-N500","VALENCIA depth-1 hypercube",500,3,1,20561607,20561609,20561608,20561609,20561608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0295014972302851,0.0877929886301575,0.0966436866161265,35,2,"tricube",1,2.34239660034617,1.08432994728957,5,6,500,2,2,2,1,NA,NA,NA,NA,NA,NA,11.483,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","LA_D1_HC_Lc_N500__r01__local_auto","FB03","LA-D1-HC-Lc-N500","VALENCIA depth-1 hypercube",500,3,1,20561707,20561709,20561708,20561709,20561708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0217622412341594,0.0974826548723151,0.103580787100401,22,2,"tricube",30,4.26522358942132,0.0463164950077851,7,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,55.888,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","22|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","LA_D1_HC_Lc_N500__r01__local_auto","FB03","LA-D1-HC-Lc-N500","VALENCIA depth-1 hypercube",500,3,1,20561707,20561709,20561708,20561709,20561708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0208020580206618,0.096979326177578,0.104313102101334,16,2,"tricube",90,7.60266067122758,0.00942004791233935,7,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,20.276,21,4,4,"15;16;25;35","16|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","LA_D1_HC_Lc_N500__r02__auto","FB03","LA-D1-HC-Lc-N500","VALENCIA depth-1 hypercube",500,3,2,20562607,20562609,20562608,20562609,20562608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0296603444378159,0.0909020731979237,0.101673516472855,35,2,"tricube",1,2.43286596570505,1.2375737241579,5,6,500,2,2,2,1,NA,NA,NA,NA,NA,NA,40.739,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","LA_D1_HC_Lc_N500__r02__auto","FB03","LA-D1-HC-Lc-N500","VALENCIA depth-1 hypercube",500,3,2,20562607,20562609,20562608,20562609,20562608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0296603444378159,0.0909020731979237,0.101673516472855,35,2,"tricube",1,2.43286596570505,1.2375737241579,5,6,500,2,2,2,1,NA,NA,NA,NA,NA,NA,11.336,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","LA_D1_HC_Lc_N500__r02__local_auto","FB03","LA-D1-HC-Lc-N500","VALENCIA depth-1 hypercube",500,3,2,20562707,20562709,20562708,20562709,20562708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0266348357942847,0.101762137724397,0.106597653836529,33,2,"tricube",10,3.15632310634691,0.185959647456745,7,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,56.61,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","33|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","LA_D1_HC_Lc_N500__r02__local_auto","FB03","LA-D1-HC-Lc-N500","VALENCIA depth-1 hypercube",500,3,2,20562707,20562709,20562708,20562709,20562708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0268535601839158,0.102077518830641,0.10672502235804,35,2,"tricube",10,3.06216077491076,0.211790547656529,7,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,20.722,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
