"point","truth","y","fit_auto","fit_local_auto","error_auto","error_local_auto","abs_error_auto","abs_error_local_auto","squared_error_auto","squared_error_local_auto","rmse_component","mse_component","local_dim","auto_dim","dim_deviation","region","PC1","PC2","helps_local_auto","component_abs_rank","component_signed_rank"
425,0.180494976153532,0.237467273335442,0.262794950551812,0.261513515917036,0.0822999743982797,0.081018539763504,0.0822999743982797,0.081018539763504,0.00677328578595749,0.00656400378541048,-4.36726737239947e-06,-4.18564001094014e-07,2,2,0,"Gv",-1.02751889564598,1.81309629570209,TRUE,176,439
426,0.117346369809294,0.278581049629472,0.133995830759091,0.138249954227488,0.0166494609497973,0.0209035844181937,0.0166494609497973,0.0209035844181937,0.000277204549918825,0.000436959841528552,3.33375097137708e-06,3.19510583219453e-07,3,2,1,"Gv",-1.03348641312137,1.69086163196682,FALSE,207,130
427,0.129053911808493,-0.0346741529019783,0.105272674855975,0.0895737016285622,-0.0237812369525184,-0.0394802101799311,0.0237812369525184,0.0394802101799311,0.000565547230991824,0.00155868699585154,2.07247010252566e-05,1.98627952971942e-06,3,2,1,"Lc",1.95350267614153,0.199168062195388,FALSE,51,37
428,0.126984018013711,0.0490271666935361,0.132562471953396,0.131740735489299,0.00557845393968476,0.00475671747558803,0.00557845393968476,0.00475671747558803,3.11191483571844e-05,2.26263611425646e-05,-1.77226289915981e-07,-1.69855744292396e-08,2,2,0,"Lc",1.95689238245097,0.200573870907921,TRUE,423,321
429,0.128488093361835,0.064370399986779,0.129269070478013,0.128852555030096,0.000780977116177695,0.000364461668260235,0.000780977116177695,0.000364461668260235,6.09925255993228e-07,1.32832307631034e-07,-9.95590859002747e-09,-9.54185896724389e-10,2,2,0,"Lc",1.95475788756503,0.198490970314254,TRUE,494,269
430,-0.353136093736406,-0.421249233093522,-0.318327589194286,-0.321061313079133,0.0348085045421205,0.0320747806572728,0.0348085045421205,0.0320747806572728,0.00121163198845883,0.00102879155421216,-3.81548848326049e-06,-3.65680868493334e-07,2,2,0,"Li",-0.823733728237848,-1.48173538878146,TRUE,188,432
431,-0.430482752919369,-0.633811312481164,-0.482903240488342,-0.482326966122345,-0.0524204875689734,-0.0518442132029756,0.0524204875689734,0.0518442132029756,0.00274790751696889,0.00268782244263558,-1.25384688610674e-06,-1.20170148666617e-07,2,2,0,"Li",-0.806890399806023,-1.70647160220108,TRUE,298,376
432,0.0708521385056137,0.120948494430404,0.0636200959977327,0.16418869002165,-0.00723204250788098,0.0933365515160365,0.00723204250788098,0.0933365515160365,5.23024388357974e-05,0.00871171184890574,0.000180703338471543,1.73188188201399e-05,3,2,1,"Gv",-1.06515742175236,1.68082039143751,FALSE,5,4
433,0.246701421963058,0.0935216079664835,0.193919824438156,0.195001104162936,-0.0527815975249015,-0.0517003178001218,0.0527815975249015,0.0517003178001218,0.00278589703728068,0.00267292286063359,-2.35752923951881e-06,-2.25948353294194e-07,2,2,0,"Lc",1.70319500344999,0.252736371299539,TRUE,250,405
434,0.474329578802208,0.471829814874382,0.501830429581643,0.507809651240489,0.0275008507794344,0.0334800724382809,0.0275008507794344,0.0334800724382809,0.000756296793592719,0.00112091525047254,7.60880671029423e-06,7.29236913759632e-07,2,2,0,"Lc",0.842609408146461,-0.449409757759347,FALSE,122,85
435,0.11932278894908,0.178621261051609,0.093188620272322,0.0940172878589597,-0.0261341686767581,-0.0253055010901204,0.0261341686767581,0.0253055010901204,0.000682994772425242,0.000640368385422087,-8.8952145275551e-07,-8.52527740063105e-08,2,2,0,"Gv",-1.03808181675697,1.31597402383571,TRUE,332,359
436,-0.355905254265609,-0.375724796414073,-0.321494590620543,-0.338966155982213,0.0344106636450663,0.0169390982833956,0.0344106636450663,0.0169390982833956,0.00118409377249389,0.000286933050654535,-1.87218238455596e-05,-1.79432144367871e-06,2,2,0,"Li",-0.823920582674256,-1.48909676681534,TRUE,62,486
437,-0.269579557102895,-0.180378717855543,-0.242673698543732,-0.240476845872532,0.0269058585591629,0.0291027112303636,0.0269058585591629,0.0291027112303636,0.000723925224805682,0.000846967800957934,2.56763518525815e-06,2.46085152304505e-07,2,2,0,"Li",-0.84374398310976,-1.23990477510292,FALSE,241,148
438,0.135574195529912,0.133002688438097,0.14316630336758,0.145639589903797,0.00759210783766764,0.0100653943738851,0.00759210783766764,0.0100653943738851,5.76401014187745e-05,0.000101312163901838,9.11342461698403e-07,8.73441249661276e-08,2,2,0,"Gv",-1.0237966793672,1.10858395629304,FALSE,329,189
439,0.121649777414804,0.0568837323562376,0.0757496739055286,0.0756006987477635,-0.0459001035092755,-0.0460490786670406,0.0459001035092755,0.0460490786670406,0.00210681950216221,0.00212051764608329,2.85850942042938e-07,2.73962878421727e-08,2,2,0,"Gv",-1.03700358590707,1.29028020971374,FALSE,409,239
440,0.141773894586909,0.206409836090373,0.17100902929545,0.167458410388452,0.0292351347085413,0.025684515801543,0.0292351347085413,0.025684515801543,0.000854693101426558,0.00065969435195971,-4.06920649639903e-06,-3.89997498933696e-07,2,2,0,"Gv",-1.0135453131544,0.976895760088576,TRUE,183,436
441,0.180444090086984,0.137060816084025,0.192755868425433,0.132578745026474,0.0123117783384495,-0.0478653450605094,0.0123117783384495,0.0478653450605094,0.000151579885855114,0.00229109125776163,4.46470225962231e-05,4.27902274381304e-06,3,2,1,"Gv",-0.984096884264634,0.868306342726282,FALSE,21,17
442,0.143248076609964,0.320509195107814,0.170626183094584,0.177606689081648,0.0273781064846199,0.0343586124716843,0.0273781064846199,0.0343586124716843,0.000749560714683184,0.00118051425097938,8.99307782402351e-06,8.61907072592398e-07,2,2,0,"Gv",-0.91746928792083,0.394971668739468,FALSE,107,74
443,-0.431330205053555,-0.433156176169856,-0.439847028909093,-0.439711270441409,-0.00851682385553748,-0.00838106538785421,0.00851682385553748,0.00838106538785421,7.25362885862523e-05,7.02422570354879e-05,-4.78715279705008e-08,-4.58806310152883e-09,2,2,0,"Li",-0.807724410435906,-1.70826292418939,TRUE,453,303
444,-0.429736056064603,-0.34445455670455,-0.378866158279872,-0.379272351042659,0.0508698977847313,0.0504637050219444,0.0508698977847313,0.0504637050219444,0.00258774650062901,0.00254658552454181,-8.58941463727899e-07,-8.23219521744025e-08,2,2,0,"Li",-0.804958359078138,-1.70572774544771,TRUE,335,356
445,-0.430830545256799,-0.410314254932396,-0.420780027104746,-0.417709044794337,0.0100505181520529,0.0131215004624618,0.0100505181520529,0.0131215004624618,0.000101012915124744,0.000172173774386385,1.48497480926684e-06,1.42321718523282e-07,2,2,0,"Li",-0.806627758334323,-1.70762694778661,FALSE,283,167
446,-0.430834554312979,-0.731639414205027,-0.449369970532748,-0.452231687027473,-0.0185354162197686,-0.021397132714494,0.0185354162197686,0.021397132714494,0.000343561654440062,0.00045783728840167,2.38468786783553e-06,2.28551267923216e-07,2,2,0,"Li",-0.806850738864974,-1.70748318977615,FALSE,248,154
447,0.10333437795054,-0.0332768151823584,0.0573328793216005,0.00626619008363492,-0.0460014986289394,-0.097068187866905,0.0460014986289394,0.097068187866905,0.00211613787610832,0.00942223309576476,0.000152462568157086,1.46121904393129e-05,2,2,0,"Li",-0.334116985500828,-0.740977183162741,FALSE,6,5
448,0.144556226226187,0.102146000211706,0.213726613845941,0.212597044103645,0.0691703876197544,0.0680408178774583,0.0691703876197544,0.0680408178774583,0.00478454252346707,0.00462955289743345,-3.23430173195901e-06,-3.09979252067242e-07,2,2,0,"Gv",-1.0025374337073,0.835459252535684,TRUE,211,421
449,-0.390144287934697,-0.366463921560141,-0.362852699982459,-0.361275792500487,0.0272915879522374,0.0288684954342099,0.0272915879522374,0.0288684954342099,0.00074483077295471,0.000833390028634997,1.84804210035077e-06,1.77118511360574e-07,1,2,-1,"Li",-0.81619358657479,-1.58820373808811,FALSE,270,163
450,-0.426041863262456,-0.660314175298352,-0.47276974439145,-0.47340617348067,-0.0467278811289942,-0.0473643102182139,0.0467278811289942,0.0473643102182139,0.00218349487480541,0.0022433778824472,1.2496301867891e-06,1.19766015283586e-07,2,2,0,"Li",-0.807560036172959,-1.69360136743644,FALSE,299,174
451,-0.42984581653569,-0.333676153197619,-0.448417735499354,-0.444980435536596,-0.0185719189636642,-0.0151346190009066,0.0185719189636642,0.0151346190009066,0.000344916173992909,0.000229056692302604,-2.41773937962492e-06,-2.3171896338061e-07,2,2,0,"Li",-0.807046254779639,-1.7045821541077,TRUE,247,407
452,-0.430055396822072,-0.490497970207517,-0.460710207575875,-0.465044443682183,-0.0306548107538027,-0.0349890468601102,0.0306548107538027,0.0349890468601102,0.000939717422351459,0.00122423340017899,5.93723943599917e-06,5.69031955655053e-07,2,2,0,"Li",-0.807126606535742,-1.70511221356305,FALSE,152,97
453,0.072062471412007,-0.00322525652428442,0.0492491236997336,0.0543749576752244,-0.0228133477122734,-0.0176875137367825,0.0228133477122734,0.0176875137367825,0.00052044883384109,0.000312848142188871,-4.33218205469446e-06,-4.15201383304437e-07,3,2,1,"Gv",-1.0638195983168,1.67423981088291,TRUE,178,438
454,0.0822300427018902,-0.0733311165525344,-0.00300873085806493,-0.00462151100157221,-0.0852387735599551,-0.0868515537034624,0.0852387735599551,0.0868515537034624,0.0072656485180053,0.00754319238070541,5.79174631746536e-06,5.5508772540022e-07,2,2,0,"Gv",-1.06061670542186,1.60842631344432,FALSE,154,98
455,0.101749406677485,-0.0436399671226206,0.094438116141413,0.0954970108282648,-0.00731129053607225,-0.0062523958492204,0.00731129053607225,0.0062523958492204,5.34549693028597e-05,3.90924538553484e-05,-2.9971495367759e-07,-2.87250308950225e-08,2,2,0,"Gv",-1.05032604138448,1.46917510637909,TRUE,406,332
456,0.160118686840274,0.165751870445715,0.149764236174393,0.15481331491704,-0.0103544506658813,-0.00530537192323416,0.0103544506658813,0.00530537192323416,0.00010721464859217,2.81469712438413e-05,-1.64997317778031e-06,-1.58135354696657e-07,2,2,0,"Lc",1.90542139035056,0.166535209904247,TRUE,279,388
457,0.144845426444696,0.195782367112085,0.139957688980709,0.127872560518182,-0.00488773746398644,-0.0169728659265134,0.00488773746398644,0.0169728659265134,2.38899775168566e-05,0.0002880781777594,5.51304223046669e-06,5.28376400485088e-07,1,2,-1,"Lc",1.92946531826216,0.18187288305906,FALSE,160,103
458,0.193683084743199,-0.0161052112352309,0.206515132428682,0.206317719942939,0.0128320476854827,0.0126346351997395,0.0128320476854827,0.0126346351997395,0.000164661447802501,0.000159634006630497,-1.04911935760175e-07,-1.0054882344007e-08,2,2,0,"Lc",1.85240031931821,0.128167950752555,TRUE,436,315
459,0.192433189155859,0.0919969912109257,0.183830547655164,0.183594139973748,-0.00860264150069551,-0.00883904918211081,0.00860264150069551,0.00883904918211081,7.40054407894886e-05,7.81287904437739e-05,8.60454810403522e-08,8.24669930857042e-09,2,2,0,"Lc",1.8536673599582,0.132340375891619,FALSE,445,252
460,0.281194841452614,0.334772013677873,0.278012000318428,0.280028870025564,-0.00318284113418554,-0.00116597142704955,0.00318284113418554,0.00116597142704955,1.01304776854635e-05,1.35948936869596e-06,-1.83031751413864e-07,-1.75419766335351e-08,2,2,0,"Li",0.369125465442307,-0.858908211260152,TRUE,422,322
461,0.218757188466642,0.17345348000165,0.240197912961134,0.240809382145813,0.0214407244944913,0.0220521936791704,0.0214407244944913,0.0220521936791704,0.000459704666848678,0.000486299246063643,5.54971941135108e-07,5.31891584299306e-08,2,2,0,"Gv",-0.715992250074151,0.607496999165734,FALSE,361,207
462,0.225181593498466,0.441718443680193,0.386714154968087,0.398735102561467,0.161532561469621,0.173553509063001,0.161532561469621,0.173553509063001,0.0260927684149368,0.0301208205080811,8.40568249287334e-05,8.05610418628875e-06,3,2,1,"Gv",-0.69304856046718,0.749902499801446,FALSE,11,10
463,0.140822940813493,0.265397608088304,0.163763881349866,0.162843060982885,0.0229409405363728,0.0220201201693918,0.0229409405363728,0.0220201201693918,0.000526286752693394,0.000484885692274456,-8.63951509818235e-07,-8.28021208378759e-08,2,2,0,"Gv",-1.01591015785934,0.998751182066263,TRUE,334,357
464,0.110301964288937,0.169851767695896,0.131428476316158,0.132594765655439,0.0211265120272217,0.0222928013665026,0.0211265120272217,0.0222928013665026,0.000446329510436341,0.000496968992766338,1.05673759977902e-06,1.01278964659994e-07,1,2,-1,"Gv",-0.957793810753868,0.243071346315616,FALSE,313,182
465,-0.399768082077259,-0.39927963712344,-0.379196867916582,-0.371177440876136,0.0205712141606769,0.0285906412011228,0.0205712141606769,0.0285906412011228,0.000423174852044432,0.000817424764291341,8.22715175613275e-06,7.88499824493818e-07,1,2,-1,"Li",-0.814849011023962,-1.61562260403299,FALSE,112,78
466,-0.320398281182148,-0.292462202976622,-0.274565756062141,-0.273353298674117,0.0458325251200071,0.0470449825080307,0.0458325251200071,0.0470449825080307,0.00210062035887608,0.00221323037918091,2.34993007615129e-06,2.25220040609658e-07,2,2,0,"Li",-0.832478320761426,-1.38639082071691,FALSE,251,155
467,-0.317685538274208,-0.388276150800971,-0.26562699540245,-0.266223121946229,0.0520585428717578,0.0514624163279793,0.0520585428717578,0.0514624163279793,0.00271009188593064,0.00264838029431427,-1.28778882015941e-06,-1.23423183232748e-07,2,2,0,"Li",-0.833078191970288,-1.37859076790626,TRUE,297,377
468,0.125374433219737,0.188176148515462,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,482,295
469,0.184314698784722,0.332336094793292,0.265513321466036,0.264687502685398,0.0811986226813136,0.0803728039006763,0.0811986226813136,0.0803728039006763,0.00659321632534234,0.00645978760685657,-2.78437174368033e-06,-2.66857436971539e-07,2,2,0,"Gv",-1.03010219785709,1.77845438752533,TRUE,233,410
470,-0.149687521259893,-0.0413445302515646,-0.143701084421195,-0.14406596668584,0.00598643683869834,0.00562155457405311,0.00598643683869834,0.00562155457405311,3.58374260237246e-05,3.16018758290575e-05,-8.83868661470264e-08,-8.47110038933435e-09,2,2,0,"Bv",-0.937268883147012,2.18696942882752,TRUE,443,309
471,-0.431103459047435,-0.512427884713844,-0.456307724952459,-0.453206430217702,-0.0252042659050243,-0.0221029711702677,0.0252042659050243,0.0221029711702677,0.00063525501981117,0.000488541334553686,-3.06160056304306e-06,-2.93427370514967e-07,2,2,0,"Li",-0.807775973599316,-1.70759245460901,TRUE,221,416
472,0.190573274398211,0.028685589475852,0.261790763315292,0.263038735090406,0.0712174889170815,0.0724654606921952,0.0712174889170815,0.0724654606921952,0.00507193072765462,0.00525124299333209,3.74186315744985e-06,3.58624531354941e-07,2,2,0,"Gv",-0.981292225281488,1.55577152601829,FALSE,193,120
473,0.0990291005302032,0.0880635305813791,0.129651998479116,0.136230634806846,0.0306228979489123,0.0372015342766432,0.0306228979489123,0.0372015342766432,0.000937761878789498,0.00138395415253626,9.31107765530593e-06,8.9238454749352e-07,2,2,0,"Gv",-1.06088569781025,1.66696543789972,FALSE,106,73
474,0.0810572641546315,0.125146201246329,0.0536994256485187,0.0545185132869472,-0.0273578385061128,-0.0265387508676843,0.0273578385061128,0.0265387508676843,0.000748451327726549,0.000704305297617016,-9.21233151510423e-07,-8.82920602190646e-08,2,2,0,"Gv",-0.942034871502885,0.0381597643269025,TRUE,327,361
475,0.111051416133941,0.246150814114801,0.179872122379919,0.213675775460294,0.0688207062459779,0.102624359326353,0.0688207062459779,0.102624359326353,0.00473628960819518,0.0105317591271444,0.000120939043356275,1.15909390378984e-05,3,2,1,"Gv",-1.01002982712987,1.68563095162248,FALSE,8,7
476,0.0616871939471154,-0.0701737545062409,0.0171155383977247,0.0238381551192267,-0.0445716555493907,-0.0378490388278887,0.0445716555493907,0.0378490388278887,0.00198663247841353,0.00143254974019503,-1.15625207036757e-05,-1.108165476437e-06,2,2,0,"Li",-0.930203181088742,-0.0892862086971725,TRUE,87,475
477,-0.431851611628746,-0.395413152368001,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,383,223
478,-0.428348343672801,-0.40499836016395,-0.393438679535062,-0.391505126179984,0.0349096641377391,0.0368432174928177,0.0349096641377391,0.0368432174928177,0.00121868465020975,0.00135742267522307,2.89516560606324e-06,2.77476050026635e-07,2,2,0,"Li",-0.80475872659491,-1.70147554499453,FALSE,230,142
479,0.0554276453855796,0.174823171511485,0.117661779685036,0.121742514492629,0.0622341342994562,0.0663148691070496,0.0622341342994562,0.0663148691070496,0.00387308747200275,0.00439766186468513,1.09467446964865e-05,1.04914878536476e-06,2,2,0,"Bv",-0.967386758692915,2.02220468844385,FALSE,92,64
480,0.00556937233938726,0.00277837512642952,-0.00537067977106747,-0.00631774365203993,-0.0109400521104547,-0.0118871159914272,0.0109400521104547,0.0118871159914272,0.000119684740179465,0.000141303526593644,4.5113779632621e-07,4.32375728283582e-08,2,2,0,"Li",-0.909613384038008,-0.340264899929237,FALSE,385,225
481,0.345583087244549,0.309853201794123,0.26576059443566,0.280317824256571,-0.0798224928088893,-0.0652652629879775,0.0798224928088893,0.0652652629879775,0.00637163035822518,0.00425955455288986,-4.40745010491405e-05,-4.22415161067063e-06,1,2,-1,"Lc",1.57094266505059,-0.0677253654104856,TRUE,22,496
482,-0.430402699737428,-0.545084113349265,-0.51257664334945,-0.512339030150472,-0.0821739436120222,-0.0819363304130439,0.0821739436120222,0.0819363304130439,0.00675255700875181,0.00671356224155551,-8.13737321057723e-07,-7.79895343926036e-08,2,2,0,"Li",-0.807935291107503,-1.70552086830988,TRUE,336,355
483,0.075400507110727,0.0236584587513647,-0.00605650838004658,-0.0128562328915714,-0.0814570154907736,-0.0882567400022984,0.0814570154907736,0.0882567400022984,0.00663524537266412,0.0077892521558333,2.40816513531484e-05,2.30801356633836e-06,2,2,0,"Gv",-1.06598814551208,1.64990920160707,FALSE,48,34
484,0.174007612631119,0.137795235373292,0.209850180562488,0.210335109752921,0.0358425679313691,0.0363274971218023,0.0358425679313691,0.0363274971218023,0.00128468967591481,0.00131968704713455,7.30320223661122e-07,6.99947424394865e-08,2,2,0,"Lc",1.88433735610794,0.148633072833743,FALSE,346,197
485,0.053683102336859,0.28873853491577,0.114132053156204,0.118215067325574,0.0604489508193452,0.0645319649887147,0.0604489508193452,0.0645319649887147,0.00365407565515962,0.0041643745053047,1.0648844681275e-05,1.02059770029016e-06,2,2,0,"Bv",-0.949091706366896,2.0234967364763,FALSE,95,65
486,0.454164625421927,0.698817762991923,0.510879291555771,0.509609404000517,0.0567146661338436,0.0554447785785896,0.0567146661338436,0.0554447785785896,0.00321655335467334,0.00307412347162883,-2.97220678055992e-06,-2.84859766089019e-07,2,2,0,"Lc",0.906242333669196,-0.526614841530502,TRUE,227,414
487,0.292749546203768,0.27607921825534,0.301570177918822,0.302006868789763,0.00882063171505432,0.00925732258599582,0.00882063171505432,0.00925732258599582,7.78035438526221e-05,8.56980214611883e-05,1.64740849150502e-07,1.57889552171325e-08,2,2,0,"Li",0.418170786922641,-0.856656481480765,FALSE,429,247
488,0.125374433219737,0.021007689313548,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,483,296
489,-0.431851611628746,-0.629145105036213,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,384,224
490,0.168318780426722,0.219785943770524,0.206772893265022,0.207206614363872,0.0384541128383004,0.0388878339371506,0.0384541128383004,0.0388878339371506,0.00147871879418074,0.00151226362832341,7.00008884093722e-07,6.70896682853296e-08,2,2,0,"Lc",1.893343295142,0.154850507142401,FALSE,352,202
491,0.0694451904274277,-0.039612167946058,0.0692872302513879,0.0381083698622639,-0.00015796017603982,-0.0313368205651638,0.00015796017603982,0.0313368205651638,2.4951417214531e-08,0.000981996323133275,2.04916405668755e-05,1.96394274343212e-06,3,2,1,"Gv",-1.06879664908607,1.68642783406076,FALSE,54,40
492,0.147671341457374,0.37613727401181,0.404557908272752,0.403157406732063,0.256886566815378,0.255486065274689,0.256886566815378,0.255486065274689,0.0659907082101917,0.0652731295495428,-1.49743306332638e-05,-1.43515732129768e-06,2,2,0,"Lc",1.91039409709102,0.224981039613368,TRUE,71,482
493,-0.431346624431525,-0.519908381697321,-0.437953341737692,-0.437821897631153,-0.00660671730616624,-0.00647527319962765,0.00660671730616624,0.00647527319962765,4.36487135635965e-05,4.19291630098161e-05,-3.58833392699241e-08,-3.43910110756085e-09,2,2,0,"Li",-0.807720676350103,-1.70831147805566,TRUE,459,300
494,-0.431491918148994,-0.420381275174422,-0.435896106668188,-0.436198516920799,-0.00440418851919383,-0.0047065987718054,0.00440418851919383,0.0047065987718054,1.93968765125987e-05,2.21520719987601e-05,5.74950321568256e-08,5.51039097232278e-09,2,2,0,"Li",-0.806878751418315,-1.70930303973284,FALSE,450,255
495,0.0701029782571486,0.451130646328215,0.0740245555234911,0.197892682404217,0.0039215772663425,0.127789704147069,0.0039215772663425,0.127789704147069,1.53787682558943e-05,0.0163302084859953,0.000340455573466927,3.26296594354789e-05,3,2,1,"Gv",-1.06586431823493,1.68498937446291,FALSE,2,2
496,0.183505553830566,0.0726145540362402,0.106851847892206,0.0738924979028655,-0.0766537059383592,-0.1096130559277,0.0766537059383592,0.1096130559277,0.00587579063408445,0.0120150220298091,0.000128112617884387,1.22784627914493e-05,3,2,1,"Lc",1.85206035803679,0.20434318800442,FALSE,7,6
497,0.125374433219737,0.156131095661882,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,484,297
498,0.125374433219737,0.0146849859972205,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,485,298
499,0.169612031435391,0.204377396317587,0.207852739821954,0.208307952163377,0.0382407083865624,0.0386959207279854,0.0382407083865624,0.0386959207279854,0.0014623517779061,0.00149737428098653,7.30844671797539e-07,7.00450061608543e-08,2,2,0,"Lc",1.891300546878,0.153440254075791,FALSE,345,196
500,0.0694451904274277,-0.0178812630787767,0.0692872302513879,0.0381083698622639,-0.00015796017603982,-0.0313368205651638,0.00015796017603982,0.0313368205651638,2.4951417214531e-08,0.000981996323133275,2.04916405668755e-05,1.96394274343212e-06,3,2,1,"Gv",-1.06879664908607,1.68642783406076,FALSE,55,41
