"point","truth","y","fit_auto","fit_local_auto","error_auto","error_local_auto","abs_error_auto","abs_error_local_auto","squared_error_auto","squared_error_local_auto","rmse_component","mse_component","local_dim","auto_dim","dim_deviation","region","PC1","PC2","helps_local_auto","component_abs_rank","component_signed_rank"
145,0.12625652555881,0.0146645150545251,0.0872969993617344,0.0922015485072564,-0.0389595261970753,-0.0340549770515532,0.0389595261970753,0.0340549770515532,0.00151784468150059,0.00115974146198182,-7.47284765277406e-06,-7.16206439037553e-07,2,2,0,"Gv",-1.03415088576651,1.23593316192896,TRUE,126,461
146,0.127347492042691,0.0522655919233465,0.0942641630021496,0.0932214593784283,-0.0330833290405416,-0.0341260326642629,0.0330833290405416,0.0341260326642629,0.00109450666040475,0.00116458610540234,1.4624080083997e-06,1.40158889995187e-07,2,2,0,"Lc",1.95552456054007,0.203051643345148,FALSE,284,168
147,0.111448605809534,0.320165260372368,0.0993410000488864,0.098896306601316,-0.0121076057606472,-0.0125522992082176,0.0121076057606472,0.0125522992082176,0.000146594117255256,0.000157560215412619,2.28838995040203e-07,2.19321963147254e-08,2,2,0,"Gv",-1.04569360194175,1.38602170496128,FALSE,414,240
148,-0.431851611628746,-0.430112049659421,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,372,212
149,-0.431851611628746,-0.560481664672178,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,373,213
150,0.123285973465866,-0.0407745799759922,0.138145770502631,0.0832221235277633,0.0148597970367657,-0.0400638499381024,0.0148597970367657,0.0400638499381024,0.00022081356797387,0.00160511207186278,2.8887346613153e-05,2.76859700777783e-06,3,2,1,"Gv",-1.05491257734609,1.68490761407855,FALSE,36,28
151,-0.0836861785135631,-0.0386674683862975,-0.0445532516304612,-0.0457799950928761,0.0391329268831019,0.037906183420687,0.0391329268831019,0.037906183420687,0.0015313859664382,0.00143687874152276,-1.97216348635048e-06,-1.89014449830866e-07,2,2,0,"Bv",-0.946516473685926,2.12645206162514,TRUE,264,398
152,0.0744548004291353,0.0725988171576715,0.0734066928126817,0.0812085298772967,-0.00104810761645364,0.00675372944816134,0.00104810761645364,0.00675372944816134,1.09852957566814e-06,4.56128614589617e-05,9.28918821159702e-07,8.90286637665871e-08,3,2,1,"Gv",-1.06727171933813,1.67707890875546,FALSE,325,186
153,0.127978863286683,0.0961720258322988,0.104865975748042,0.108422619714242,-0.0231128875386412,-0.0195562435724412,0.0231128875386412,0.0195562435724412,0.000534205570373876,0.000382446662664648,-3.16688355604968e-06,-3.03517815418457e-07,2,2,0,"Lc",1.95512777636118,0.200376844655572,TRUE,214,419
154,0.176268071203226,0.0833318564578562,0.141440807605677,0.143822982466715,-0.0348272635975489,-0.0324450887365119,0.0348272635975489,0.0324450887365119,0.00121293828969316,0.00105268378312013,-3.34416851906551e-06,-3.20509013146051e-07,2,2,0,"Lc",1.86597814532254,0.19793410417175,TRUE,206,424
155,0.132166556902103,-0.0165794741120453,-0.00490229538484811,-0.0075049254150881,-0.137068852286951,-0.139671482317191,0.137068852286951,0.139671482317191,0.0187878702672621,0.0195081229726815,1.50301322236935e-05,1.4405054108388e-06,2,2,0,"Lc",1.94766618347436,0.199663238904454,FALSE,69,51
156,0.155717732384885,0.0481985027233164,0.118995788656687,0.120827521784143,-0.0367219437281979,-0.0348902106007417,0.0367219437281979,0.0348902106007417,0.00134850115117693,0.00121732679576411,-2.73732801192945e-06,-2.62348710825647e-07,2,2,0,"Lc",1.90226650900638,0.203661356468204,TRUE,236,408
157,0.130552192811452,0.230555073182844,0.0902073811624163,0.089813911697112,-0.0403448116490359,-0.0407382811143403,0.0403448116490359,0.0407382811143403,0.00162770382699619,0.00165960754815101,6.65762368925373e-07,6.38074423096584e-08,2,2,0,"Lc",1.94893742761095,0.204909415538447,FALSE,358,204
158,0.104746389528004,0.0426197200483214,0.101021002139108,0.101699409135317,-0.00372538738889527,-0.00304698039268714,0.00372538738889527,0.00304698039268714,1.38785111973399e-05,9.28408951341986e-06,-9.58757459446305e-08,-9.18884336784017e-09,2,2,0,"Gv",-1.049647842071,1.45529234437155,TRUE,440,311
159,0.0538591537168397,-0.0845835310216094,0.00442697672919811,0.00997625395595324,-0.0494321769876416,-0.0438828997608865,0.0494321769876416,0.0438828997608865,0.00244354012173752,0.00192570889142401,-1.08060293319383e-05,-1.03566246062703e-06,2,2,0,"Li",-0.457512512831904,-0.747462520472637,TRUE,93,472
160,-0.275504490102644,-0.0885754278602859,-0.244580154781403,-0.244620742324433,0.0309243353212413,0.0308837477782114,0.0309243353212413,0.0308837477782114,0.000956314515060573,0.000953805876828176,-5.23499100393941e-08,-5.0172764647935e-09,2,2,0,"Li",-0.840994208263953,-1.25803905919102,TRUE,452,304
161,-0.427257836350625,-0.38474779861338,-0.419595455391733,-0.438001602534888,0.00766238095889205,-0.0107437661842628,0.00766238095889205,0.0107437661842628,5.87120819591914e-05,0.000115428511822109,1.18355048676854e-06,1.13432859725836e-07,2,2,0,"Li",-0.802105065681499,-1.70066262855619,FALSE,303,178
162,-0.42481697702342,-0.448681687114723,-0.46229032800408,-0.469275486900753,-0.0374733509806606,-0.0444585098773334,0.0374733509806606,0.0444585098773334,0.00140425203371978,0.00197655910051295,1.19428234309049e-05,1.14461413358634e-06,1,2,-1,"Li",-0.809023647974246,-1.68882081094597,FALSE,85,60
163,0.0760998659858428,0.181948170856745,0.050304714259448,0.015461688121707,-0.0257951517263949,-0.0606381778641359,0.0257951517263949,0.0606381778641359,0.000665389852587733,0.00367698861468258,6.28456196809974e-05,6.02319752418969e-06,2,2,0,"Gv",-1.06657504755321,1.66903487005869,FALSE,13,12
164,0.163073076826806,0.2517153419643,0.168501068380826,0.169762833745628,0.00542799155401993,0.0066897569188217,0.00542799155401993,0.0066897569188217,2.94630923105117e-05,4.47528476329229e-05,3.19064465061529e-07,3.05795106448222e-08,2,2,0,"Gv",-1.03431234401184,1.46025967943532,FALSE,404,236
165,-0.284241901345409,-0.346166206168523,-0.286809974943098,-0.286849043565008,-0.00256807359768912,-0.00260714221959885,0.00256807359768912,0.00260714221959885,6.59500200314796e-06,6.7971905532148e-06,4.21924224477826e-09,4.04377100133666e-10,2,2,0,"Li",-0.559883548022628,-1.50103676683009,FALSE,497,265
166,0.125374433219737,0.345984679673783,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,470,283
167,0.127340339761057,0.101837636746955,0.0798233165514046,0.0797379839137335,-0.047517023209652,-0.047602355847323,0.047517023209652,0.047602355847323,0.0022578674947066,0.00226598428221517,1.6937998089752e-07,1.6233575017126e-08,2,2,0,"Lc",1.95552973869713,0.202839678297306,FALSE,427,246
168,-0.00322356227445708,-0.145673027295738,-0.102925087497664,-0.0994498088767041,-0.0997015252232065,-0.096226246602247,0.0997015252232065,0.096226246602247,0.00994039413183369,0.00925949053515645,-1.42090005530601e-05,-1.36180719335447e-06,2,2,0,"Li",-0.148068815188988,-1.15819339933071,TRUE,73,481
169,-0.31437779430845,-0.328817754503872,-0.327555930155997,-0.329396842130804,-0.0131781358475468,-0.015019047822354,0.0131781358475468,0.015019047822354,0.000173663264416398,0.000225571797490156,1.08321997233213e-06,1.03817066147516e-07,2,2,0,"Li",-0.604165788496493,-1.54361024667206,FALSE,308,180
170,0.130264029304516,0.15101786322775,0.121746921417681,0.11986833735022,-0.0085171078868347,-0.010395691954296,0.0085171078868347,0.010395691954296,7.25411267559818e-05,0.000108070411208614,7.41420114243557e-07,7.1058568905265e-08,2,2,0,"Lc",1.95180933406204,0.197428306722756,FALSE,342,193
171,-0.429718140980316,-0.19892030107438,-0.423537200592641,-0.427363624325026,0.0061809403876748,0.0023545166552903,0.0061809403876748,0.0023545166552903,3.82040240759896e-05,5.5437486800394e-06,-6.81550036493831e-07,-6.53205507919003e-08,2,2,0,"Li",-0.806718638039645,-1.70425803104638,TRUE,354,349
172,-0.429697379288448,-0.419117142499077,-0.412531953650157,-0.411578809759464,0.0171654256382911,0.0181185695289834,0.0171654256382911,0.0181185695289834,0.000294651837343701,0.000328282561776605,7.01801230598373e-07,6.72614488658077e-08,2,2,0,"Li",-0.808062351428904,-1.70326935830274,FALSE,351,201
173,0.428517389845532,0.474217270387873,0.417056965696165,0.41279157326046,-0.0114604241493671,-0.0157258165850713,0.0114604241493671,0.0157258165850713,0.000131341321683397,0.000247301307267303,2.41983668075056e-06,2.31919971167812e-07,1,2,-1,"Lc",1.33909313847046,-0.224586650911348,FALSE,246,153
174,-0.431120836307462,-0.438836129843115,-0.402684468620947,-0.404546717241409,0.0284363676865153,0.0265741190660534,0.0284363676865153,0.0265741190660534,0.000808627007202692,0.000706183804136785,-2.13777036297652e-06,-2.04886406131813e-07,2,2,0,"Li",-0.806644744432218,-1.70842722555568,TRUE,259,402
175,-0.418608615106106,-0.45200869934276,-0.444277864897487,-0.442520780757628,-0.0256692497913813,-0.0239121656515221,0.0256692497913813,0.0239121656515221,0.000658910384852329,0.000571791666145833,-1.81798117725212e-06,-1.74237437412991e-07,1,2,-1,"Li",-0.810608291905055,-1.67076416207731,TRUE,271,393
176,-0.107832768009178,-0.111305370840306,-0.141132606901969,-0.140339871419227,-0.0332998388927911,-0.0325071034100493,0.0332998388927911,0.0325071034100493,0.00110887927028584,0.00105671177211164,-1.08862401965014e-06,-1.04334996348405e-07,2,2,0,"Li",-0.869426822791925,-0.761840566319746,TRUE,307,373
177,-0.431851611628746,-0.35308765106573,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,374,214
178,0.145311500450708,0.352836001315937,0.185984304300965,0.186970112901203,0.040672803850257,0.0416586124504954,0.040672803850257,0.0416586124504954,0.00165427697304148,0.00173543999130057,1.69369845740153e-06,1.62326036518173e-07,2,2,0,"Gv",-1.00026376624863,0.957351143908449,FALSE,276,164
179,0.134163725802391,0.236902969678768,0.204397470220684,0.20048743901714,0.0702337444182924,0.0663237132147483,0.0702337444182924,0.0663237132147483,0.00493277885501402,0.00439883493459218,-1.11422666844472e-05,-1.06788784084368e-06,2,2,0,"Gv",-0.976671620881685,0.496095288924406,TRUE,90,473
180,-0.420548104831951,-0.29975726499328,-0.422755744187162,-0.440286898735801,-0.00220763935521123,-0.01973879390385,0.00220763935521123,0.01973879390385,4.87367152267747e-06,0.000389619984778665,8.02883198814057e-06,7.69492626511975e-07,1,2,-1,"Li",-0.810169774763718,-1.67646614745396,FALSE,113,79
181,0.0881845336582502,-0.0349478084975542,0.0695491765163223,0.071033822455715,-0.0186353571419279,-0.0171507112025352,0.0186353571419279,0.0171507112025352,0.000347276535807202,0.000294146894752765,-1.1087018820437e-06,-1.06259282108873e-07,3,2,1,"Gv",-0.944868502727973,0.0815898285545656,TRUE,304,375
182,0.135997925134061,0.234387482139399,0.205454367584443,0.204785549892532,0.0694564424503824,0.0687876247584712,0.0694564424503824,0.0687876247584712,0.00482419739786328,0.00473173731991224,-1.92944391122826e-06,-1.84920155902081e-07,2,2,0,"Gv",-0.979715341634446,0.528114362270709,TRUE,265,397
183,0.321368872055257,0.343361352421322,0.290486265779944,0.289992765631871,-0.0308826062753138,-0.0313761064233868,0.0308826062753138,0.0313761064233868,0.000953735370356052,0.000984460054291693,6.41158385951476e-07,6.14493678712837e-08,2,2,0,"Lc",1.58388065850328,0.131677023624546,FALSE,359,205
184,0.142969828956226,-0.0037551739529984,0.18680885242102,0.102991799853844,0.0438390234647938,-0.0399780291023821,0.0438390234647938,0.0399780291023821,0.00192185997834674,0.00159824281091091,-6.75319756499264e-06,-6.47234334871659e-07,3,2,1,"Li",-0.916667925720401,0.400836543188663,TRUE,141,453
185,-0.425281387723465,-0.373179113458651,-0.462216204858244,-0.46412333314805,-0.0369348171347787,-0.0388419454245849,0.0369348171347787,0.0388419454245849,0.00136418071677954,0.00150869672436643,3.01573973430116e-06,2.89032015173773e-07,2,2,0,"Li",-0.808467143801974,-1.69084561808209,FALSE,226,140
186,-0.431507335028369,-0.44738279549997,-0.435303812388236,-0.435559012844439,-0.00379647735986738,-0.00405167781606969,0.00379647735986738,0.00405167781606969,1.44132403439856e-05,1.64160931252312e-05,4.1795250333958e-08,4.00570556249131e-09,2,2,0,"Li",-0.806909907139991,-1.70932454872287,FALSE,456,257
187,-0.431851611628746,-0.285392880431766,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,375,215
188,0.254636146270482,0.178027946310016,0.258565606428907,0.258350636004884,0.00392946015842494,0.00371448973440136,0.00392946015842494,0.00371448973440136,1.54406571366489e-05,1.37974339869731e-05,-3.42905497290431e-08,-3.28644629935166e-09,2,2,0,"Li",0.34961181167647,-0.90996511363282,TRUE,460,299
189,0.127106597669983,0.0840854222771282,0.124880175014226,0.124052437151926,-0.00222642265575648,-0.00305416051805656,0.00222642265575648,0.00305416051805656,4.95695784206575e-06,9.32789647005549e-06,9.12121329444791e-08,8.74187725597948e-09,2,2,0,"Lc",1.95703793540681,0.199371769395094,FALSE,442,251
190,0.126921872821962,0.0343109230842183,0.126833932110551,0.128422706695784,-8.79407114108277e-05,0.00150083387382194,8.79407114108277e-05,0.00150083387382194,7.73356872344248e-09,2.25250231681137e-06,4.6843518728236e-08,4.48953749617585e-09,2,2,0,"Lc",1.95698217522536,0.200654479980662,FALSE,454,256
191,0.166286782511189,0.148576386367535,0.194617567492533,0.186023559269825,0.0283307849813437,0.019736776758636,0.0283307849813437,0.019736776758636,0.00080263337765913,0.000389540356820233,-8.62036709779269e-06,-8.26186041677793e-07,3,2,1,"Gv",-0.918264645119806,0.78291484050662,TRUE,110,467
192,0.125374433219737,0.165575611168371,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,471,284
193,0.126524093079997,0.0533492757680368,0.0843513998932535,0.0779042073224028,-0.0421726931867439,-0.0486198857575946,0.0421726931867439,0.0486198857575946,0.00177853605062324,0.00236389329108155,1.22151526207205e-05,1.17071448091663e-06,2,2,0,"Lc",1.95806396630764,0.199531746917947,FALSE,83,58
194,0.125551084347178,0.208588401145345,0.165025952562913,0.165773387962259,0.0394748682157355,0.0402223036150811,0.0394748682157355,0.0402223036150811,0.00155826522064969,0.00161783370810377,1.24306682371839e-06,1.19136974908163e-07,2,2,0,"Lc",1.95942812535852,0.200927318473715,FALSE,300,175
195,0.156920273249467,0.0361119946190206,0.174763621149388,0.181171709634976,0.0178433478999205,0.0242514363855084,0.0178433478999205,0.0242514363855084,0.000318385064277599,0.000588132166760363,5.62904462110047e-06,5.39494204965529e-07,2,2,0,"Lc",1.91123583788007,0.167202990172563,FALSE,158,102
196,-0.215215692206651,-0.320014133487426,-0.227427330784118,-0.232435215534041,-0.0122116385774663,-0.0172195233273892,0.0122116385774663,0.0172195233273892,0.000149124116746664,0.000296511983622499,3.0756692902972e-06,2.9477573375167e-07,2,2,0,"Li",-0.832074865150827,-1.10303636720707,FALSE,220,136
197,-0.431851611628746,-0.287735840944318,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,376,216
198,-0.431851611628746,-0.533436358159211,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,377,217
199,0.435871346509344,0.477068817741096,0.42472760806567,0.425285884347285,-0.0111437384436741,-0.0105854621620595,0.0111437384436741,0.0105854621620595,0.00012418290650102,0.000112052009184394,-2.53145860180802e-07,-2.42617946332529e-08,1,2,-1,"Lc",1.31108456645042,-0.238045436961918,TRUE,411,329
200,-0.184386002182504,-0.222493607293396,-0.182357401006103,-0.183966958357897,0.00202860117640019,0.000419043824606558,0.00202860117640019,0.000419043824606558,4.11522273289224e-06,1.75597726940891e-07,-8.22115409017982e-08,-7.8792500119027e-09,2,2,0,"Li",-0.559325351251565,-1.25943776671443,TRUE,446,307
201,-0.431851611628746,-0.390911427663652,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,378,218
202,-0.395705633415021,-0.226818304794616,-0.367472420854327,-0.367507371026347,0.0282332125606937,0.0281982623886738,0.0282332125606937,0.0281982623886738,0.000797114291497311,0.000795142001740495,-4.11574654358496e-08,-3.94457951363139e-09,1,2,-1,"Li",-0.814516274736917,-1.60469162855103,TRUE,457,301
203,0.158445479309219,0.317104322653416,0.179830008373541,0.181244642925489,0.0213845290643224,0.0227991636162705,0.0213845290643224,0.0227991636162705,0.000457298083302852,0.000519801861601473,1.30432006050109e-06,1.25007556597244e-07,2,2,0,"Lc",1.90885301412523,0.165557959031576,FALSE,295,173
204,0.366888632018543,0.333797851950266,0.317309646609183,0.31866109770566,-0.0495789854093594,-0.0482275343128823,0.0495789854093594,0.0482275343128823,0.00245807579422147,0.00232589506590024,-2.75832886033436e-06,-2.64361456642466e-07,1,2,-1,"Lc",1.52139747968105,-0.101929898017301,TRUE,235,409
205,0.370415496273495,0.141891942744248,0.173856844198884,0.172492323077086,-0.196558652074611,-0.197923173196409,0.196558652074611,0.197923173196409,0.0386353037053879,0.0391735824881357,1.12327259821921e-05,1.07655756549566e-06,2,2,0,"Lc",0.987598373797593,0.677659960379853,FALSE,89,62
206,0.120553548593655,0.370319707577071,0.215509059670289,0.20868016445147,0.0949555110766339,0.0881266158578154,0.0949555110766339,0.0881266158578154,0.00901654908382474,0.00776630042255097,-2.60900133384411e-05,-2.50049732254753e-06,2,2,0,"Bv",-0.970750198401459,1.7641492274993,TRUE,43,488
207,0.199061232273649,0.265767848950198,0.224661975983481,0.224536778272419,0.0256007437098326,0.0254755459987705,0.0256007437098326,0.0254755459987705,0.000655398078496532,0.000649003443935472,-1.33442335241163e-07,-1.27892691221198e-08,2,2,0,"Lc",1.8440060297879,0.120789516373096,TRUE,431,318
208,0.126553514358564,0.180686247954934,0.105330092927434,0.0956772859458792,-0.0212234214311299,-0.0308762284126846,0.0212234214311299,0.0308762284126846,0.000450433617243343,0.00095334148099227,1.04946106159784e-05,1.00581572749785e-06,2,2,0,"Lc",1.95792167433432,0.1998165055796,FALSE,97,67
209,0.174815054759752,0.173475102445161,0.135203267830173,0.13526614324748,-0.0396117869295798,-0.0395489115122725,0.0396117869295798,0.0395489115122725,0.00156909366375443,0.00156411640180556,-1.03864802784622e-07,-9.95452389774025e-09,2,2,0,"Lc",1.88019860684866,0.157710842579937,TRUE,438,313
210,0.125688766744027,0.17669960903932,0.114716291611021,0.12300318239049,-0.0109724751330054,-0.00268558435353694,0.0109724751330054,0.00268558435353694,0.000120395210544422,7.21236331996243e-06,-2.36188374779815e-06,-2.2636569444892e-07,1,2,-1,"Lc",1.95933450393371,0.200408888568241,TRUE,249,406
211,0.125796275871146,0.109358692694179,0.107113333282901,0.106702070370348,-0.0186829425882452,-0.0190942055007981,0.0186829425882452,0.0190942055007981,0.000349052343755665,0.000364588683706708,3.2421015843385e-07,3.10726799020867e-08,2,2,0,"Lc",1.95917102709937,0.200296028990286,FALSE,402,234
212,-0.42992772377045,-0.387858259444998,-0.4441201263041,-0.426001935805669,-0.0141924025336502,0.00392578796478066,0.0141924025336502,0.00392578796478066,0.00020142428967716,1.54118111444167e-05,-3.88168225758498e-06,-3.72024957065486e-07,2,2,0,"Li",-0.808043243782634,-1.70411717272552,TRUE,186,434
213,0.129170293820947,0.0891456194231829,0.145109504223258,0.143605602011151,0.0159392104023109,0.0144353081902035,0.0159392104023109,0.0144353081902035,0.000254058428249136,0.000208378122546155,-9.53250198948923e-07,-9.13606114059621e-08,2,2,0,"Lc",1.95403368980302,0.196749363057873,TRUE,322,363
214,0.126023423682026,-0.0109973640727203,0.077599313509544,0.0806437002324014,-0.0484241101724818,-0.0453797234496244,0.0484241101724818,0.0453797234496244,0.00234489444599666,0.00205931930036439,-5.95934200088031e-06,-5.71150291264536e-07,2,2,0,"Lc",1.95882558539417,0.20005754624002,TRUE,150,446
215,-0.408274193468923,-0.309490366723435,-0.405490959305481,-0.403529640556334,0.00278323416344212,0.00474455291258857,0.00278323416344212,0.00474455291258857,7.74639240855134e-06,2.25107823403527e-05,3.0810121393147e-07,2.95287798636028e-08,2,2,0,"Li",-0.802547440872782,-1.64789021620042,FALSE,405,237
216,0.135049149518065,0.28702365206802,0.202146918959138,0.201787371412758,0.0670977694410728,0.066738221894693,0.0670977694410728,0.066738221894693,0.00450211066396737,0.00445399026166529,-1.00416979181836e-06,-9.62408046041637e-08,2,2,0,"Gv",-0.976539179756539,0.505531308783836,TRUE,316,367
217,0.125992563486736,0.0951185065641748,0.0760255415297316,0.076084378845669,-0.0499670219570046,-0.0499081846410671,0.0499670219570046,0.0499081846410671,0.00249670328325178,0.00249082689416685,-1.2262766148572e-07,-1.1752778169857e-08,2,2,0,"Lc",1.95887252045199,0.200089948817662,TRUE,432,317
218,0.133852891655112,0.00852391609434261,0.0337532543800863,0.0354644396991688,-0.100099637275025,-0.098388451955943,0.100099637275025,0.098388451955943,0.0100199373825917,0.00968028747828689,-7.08776646453955e-06,-6.79299808609538e-07,2,2,0,"Lc",1.94543607390335,0.196518051456681,TRUE,135,458
219,0.131856354210547,0.19608048477833,0.197919839429909,0.200367354725293,0.0660634852193616,0.0685110005147455,0.0660634852193616,0.0685110005147455,0.00436438407932881,0.00469375719153145,6.87331181137668e-06,6.5874622440529e-07,2,2,0,"Gv",-0.973461431213262,0.460893781197222,FALSE,139,93
220,0.381374020832236,0.376903107142838,0.408929969387801,0.415111832745399,0.0275559485555649,0.0337378119131624,0.0275559485555649,0.0337378119131624,0.000759330300796938,0.00113823995268793,7.90703335913052e-06,7.57819303781976e-07,2,2,0,"Lc",0.626419985634482,-0.719795925748503,FALSE,117,82
221,0.419096887413206,0.245775046730722,0.402712264892375,0.403149478682845,-0.0163846225208309,-0.0159474087303612,0.0163846225208309,0.0159474087303612,0.000268455855150119,0.000254319845213201,-2.94988268518343e-07,-2.82720198738358e-08,2,2,0,"Lc",1.3727842921154,-0.204528053256371,TRUE,408,331
222,0.167377276713989,0.167590462682016,0.189966583172773,0.193504191609995,0.0225893064587838,0.0261269148960054,0.0225893064587838,0.0261269148960054,0.000510276766288851,0.000682615681983111,3.59634427011888e-06,3.4467783138852e-07,2,2,0,"Lc",1.89431931194181,0.157647742787602,FALSE,198,124
223,-0.43128618614751,-0.494316219540324,-0.397230686935812,-0.396931211870788,0.0340554992116976,0.034354974276722,0.0340554992116976,0.034354974276722,0.00115977702655794,0.00118026425755423,4.2752465690811e-07,4.09744619925771e-08,2,2,0,"Li",-0.80674084515955,-1.7088231062368,FALSE,388,227
224,0.125831461740616,0.0917346037545756,0.102501224995502,0.102059985061163,-0.0233302367451143,-0.0237714766794535,0.0233302367451143,0.0237714766794535,0.000544299946583083,0.000565083103521801,4.33699997881718e-07,4.15663138774349e-08,2,2,0,"Lc",1.95911752106646,0.200259090005525,FALSE,387,226
225,0.126120816104343,0.0104635798407573,0.0731321436723866,0.0763244766333849,-0.0529886724319561,-0.0497963394709577,0.0529886724319561,0.0497963394709577,0.00280779940610114,0.00247967542470686,-6.8472451252356e-06,-6.56247962788558e-07,2,2,0,"Lc",1.95867745468943,0.199955281176675,TRUE,140,454
226,-0.431337510508887,-0.25102331971714,-0.392172507326537,-0.391727026113181,0.0391650031823501,0.0396104843957057,0.0391650031823501,0.0396104843957057,0.00153389747427349,0.00156899047406244,7.32315787202623e-07,7.01859995779082e-08,2,2,0,"Li",-0.807151916765426,-1.70868116699752,FALSE,344,195
227,0.169893488847719,0.136780285208597,0.13146536903284,0.125090813466023,-0.0384281198148797,-0.0448026753816962,0.0384281198148797,0.0448026753816962,0.00147672039250675,0.00200727972135765,1.1071637503256e-05,1.06111865770179e-06,2,2,0,"Gv",-0.578874597297151,1.44609578649557,FALSE,91,63
228,-0.396661118174859,-0.557212459400167,-0.495436596615175,-0.497541879784025,-0.098775478440316,-0.100880761609166,0.098775478440316,0.100880761609166,0.00975659514111334,0.0101769280628455,8.77144833204992e-06,8.40665843464278e-07,2,2,0,"Li",-0.766032474179363,-1.6417616304964,FALSE,109,76
229,0.129779865504307,0.149499209378255,0.166452790027894,0.165495394832351,0.0366729245235868,0.0357155293280437,0.0366729245235868,0.0357155293280437,0.00134490339311269,0.00127559903518235,-1.44623360042049e-06,-1.38608715860694e-07,2,2,0,"Lc",1.95310411415497,0.196107611486512,TRUE,286,383
230,0.132858032316527,0.159175596957074,0.18421926327029,0.190930807215969,0.0513612309537626,0.0580727748994423,0.0513612309537626,0.0580727748994423,0.00263797604508574,0.0033724471845213,1.53268405063125e-05,1.46894227887112e-06,2,2,0,"Lc",1.94343566720564,0.208772444447223,FALSE,68,50
231,0.315648104712866,0.217065434671936,0.275419110045502,0.273932932603538,-0.040228994667364,-0.0417151721093278,0.040228994667364,0.0417151721093278,0.0016183720119468,0.00174015558411084,2.54136246698767e-06,2.43567144328074e-07,2,2,0,"Li",0.208602573973618,-0.665934540000168,FALSE,243,150
232,0.340435097908399,0.0515430307404448,0.259299225072589,0.269123379221392,-0.0811358728358103,-0.0713117186870078,0.0811358728358103,0.0713117186870078,0.00658302986082878,0.00508536122209493,-3.12531386526916e-05,-2.9953372774677e-06,1,2,-1,"Lc",1.58204487593759,-0.0574784802346853,TRUE,33,493
233,-0.385373025489235,-0.449421195745746,-0.371020066672913,-0.355114969568239,0.0143529588163213,0.0302580559209956,0.0143529588163213,0.0302580559209956,0.000206007426783016,0.000915549948118095,1.48066336075602e-05,1.41908504267016e-06,1,2,-1,"Li",-0.818068965824047,-1.57375392102653,FALSE,72,53
234,-0.266638981713332,-0.209588218121284,-0.241570696762568,-0.239174441204953,0.025068284950764,0.0274645405083795,0.025068284950764,0.0274645405083795,0.000628418910372699,0.000754300985336418,2.62688944735843e-06,2.51764149927437e-07,2,2,0,"Li",-0.844399181612577,-1.23138530817748,FALSE,238,145
235,0.176713537637871,0.17074121003361,0.208735920987618,0.20876461535925,0.0320223833497469,0.032051077721379,0.0320223833497469,0.032051077721379,0.00102543303539815,0.00102727158310188,3.8366555069708e-08,3.67709540745331e-09,2,2,0,"Lc",1.88003498108868,0.145662840195891,FALSE,458,258
