"family","quantity","index","value17","generated.at.commit"
"bernoulli","fitted",115,"0.55727864508956759","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",116,"0.79565694839417589","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",117,"0.56215569446023184","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",118,"0.64587991941953238","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",119,"0.25286062510708784","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",120,"0.796670339807109","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",121,"0.77498375156983834","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",122,"0.62470206938720141","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",123,"0.384328144095548","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",124,"0.029861566627003917","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",125,"0.6176632235287125","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",126,"0.21449003963472346","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",127,"0.017372045309735296","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",128,"0.49217192293420958","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",129,"0.90505504886774413","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",130,"0.37223053998773437","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",131,"0.79739311977386795","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",132,"0.80040928281957902","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",133,"0.40091346480733403","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",134,"0.67700768171010017","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",135,"0.76517305547124481","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",136,"0.31209400337710419","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",137,"0.13580308034547298","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",138,"0","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",139,"0.10059696218090078","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",140,"0.40519333582360217","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",141,"0.57864531094908545","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",142,"0.90854994945567247","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",143,"0.30880523445758234","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",144,"0.12862192808622366","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",145,"0.30319134667812725","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",146,"0.93913351148926416","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",147,"0.57094047022644734","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",148,"0.77907186308753162","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",149,"0.68060629859319821","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",150,"0.81477258143977793","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","cv.brier.observed",1,"0.17984262256222858","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","cv.brier.observed",2,"0.18095804198654561","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","cv.brier.observed",3,"0.17746501807211701","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","cv.brier.observed",4,"0.17702072304174057","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
